uid,jid,label,behavior_type,jd,skills,loc,Industry,job_level_jd,salary_mid,edu_req,exp_req,user_profile_text,user_skills,user_edu,user_active_loc,job_level_user,education_ordinal,job_level_ordinal,expected_salary_k,industry
REC_01502,JD_1328,3,投递,"BIM Coordinator | Real Estate | Tianjin | Level: Senior | Salary: 19k-23k/月. Manage 3D BIM models for clash detection during construction. Skills: 3D Modeling, Navisworks, Construction Knowledge","3D Modeling, Navisworks, Construction Knowledge",Tianjin,Real Estate,Senior,21.0,Bachelor's,5-10年,"Skills: Cartography, Financial Analysis, GIS (ArcGIS/QGIS), Operations Management, Property Management Software, PropTech Market, BIM Coordination. Education: Bachelor's. Level: Senior. Expected Title: GIS Specialist (RE). Industry: Real Estate","Cartography, Financial Analysis, GIS (ArcGIS/QGIS), Operations Management, Property Management Software, PropTech Market, BIM Coordination",Bachelor's,Shanghai,Senior,1.0,3,25.0,Real Estate
REC_02587,JD_1585,2,收藏,"Predictive Maint Eng | Manufacturing | Hangzhou | Level: Senior | Salary: 25k-31k/月. Analyze vibration data to predict failures in CNC machines. Skills: Reliability Engineering, Python, Machine Learning, IoT","Reliability Engineering, Python, Machine Learning, IoT",Hangzhou,Manufacturing,Senior,28.0,Bachelor's,5-10年,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_0265,2,收藏,"Materials Scientist | Manufacturing | Xi'an | Level: Lead | Salary: 17k-21k/月. Conduct failure analysis (SEM, XRD) on fatigued mechanical components. Skills: Materials Science, Design of Experiments (DOE)","Materials Science, Design of Experiments (DOE)",Xi'an,Manufacturing,Lead,19.0,Bachelor's,10年以上,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_1320,1,点击,"RE Portfolio Strategist | Real Estate | Shanghai | Level: Intern | Salary: 9k-10k/月. Develop geographic diversification strategies for office portfolios. Skills: Risk Modeling, Portfolio Management, Python/R","Risk Modeling, Portfolio Management, Python/R",Shanghai,Real Estate,Intern,9.5,Bachelor's,0-1年,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_0945,1,点击,"Digital Marketer | E-Commerce | Shanghai | Level: Director | Salary: 49k-60k/月. Analyze ROAS and perform multi-touch attribution modeling using data-driven approaches. Skills: Google Ads, Data Analysis","Google Ads, Data Analysis",Shanghai,E-Commerce,Director,54.5,Master's,10年以上,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_0070,1,点击,"Telco Operations Lead | Telecom | Suzhou | Level: Manager | Salary: 22k-26k/月. Ensure compliance with OSHA safety standards for tower work. Skills: Operations Management, Infrastructure","Operations Management, Infrastructure",Suzhou,Telecom,Manager,24.0,Bachelor's,5-10年,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_0061,0,无行为,"Utility Data Scientist | Energy | Chongqing | Level: Senior | Salary: 22k-26k/月. Develop customer segmentation for demand response programs. Skills: Time Series Analysis, Big Data (Spark), Python","Time Series Analysis, Big Data (Spark), Python",Chongqing,Energy,Senior,24.0,Bachelor's,5-10年,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_0192,0,无行为,"Fiber Planner | Telecom | Xi'an | Level: Manager | Salary: 17k-21k/月. Design OSP (Outside Plant) fiber routes using GIS software. Skills: OSP Design, GIS (ArcGIS/QGIS), Optical Engineering, AutoCAD","OSP Design, GIS (ArcGIS/QGIS), Optical Engineering, AutoCAD",Xi'an,Telecom,Manager,19.0,Master's,3-5年,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_0450,0,无行为,"Fleet Ops Manager | Logistics | Changsha | Level: Lead | Salary: 18k-22k/月. Schedule preventative maintenance for heavy-duty trucks to maximize uptime. Skills: Fleet Management, Telematics, Vendor Management","Fleet Management, Telematics, Vendor Management",Changsha,Logistics,Lead,20.0,Bachelor's,5-10年,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02587,JD_0479,0,无行为,"Algorithmic Trader | FinTech | Shanghai | Level: Senior | Salary: 52k-63k/月. Deploy statistical arbitrage and mean-reversion strategies across multi-asset electronic venues. Skills: Algorithmic Trading, Time Series Analysis","Algorithmic Trading, Time Series Analysis",Shanghai,FinTech,Senior,57.5,Master's,1-3年,"Skills: Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy. Education: Master's. Level: Mid-level. Expected Title: Quality Control Spec. Industry: Manufacturing","Data Analysis, Signal Processing, MQTT/OPC-UA, Problem Solving, PLC Programming, Business Continuity, SCADA, Spectroscopy",Master's,Wuhan,Mid-level,2.0,2,25.0,Manufacturing
REC_02654,JD_0549,3,投递,"5G Network Architect | Telecom | Tianjin | Level: Mid-level | Salary: 14k-17k/月. Develop network slicing strategies for diverse IoT use cases. Skills: 5G Architecture, Network Slicing, NFV/SDN, Cloud Computing","5G Architecture, Network Slicing, NFV/SDN, Cloud Computing",Tianjin,Telecom,Mid-level,15.5,Bachelor's,3-5年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_1581,2,收藏,"Fiber Planner | Telecom | Shenzhen | Level: Manager | Salary: 34k-41k/月. Coordinate right-of-way permitting for fiber trenching projects. Skills: OSP Design, GIS (ArcGIS/QGIS), Optical Engineering, AutoCAD, Project Management","OSP Design, GIS (ArcGIS/QGIS), Optical Engineering, AutoCAD, Project Management",Shenzhen,Telecom,Manager,37.5,Bachelor's,10年以上,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_1831,2,收藏,"Telco Cyber Specialist | Telecom | Changsha | Level: Senior | Salary: 12k-15k/月. Conduct vulnerability assessments on CPE and IoT devices. Skills: Signaling Security, Network Security, DDoS Mitigation, Penetration Testing","Signaling Security, Network Security, DDoS Mitigation, Penetration Testing",Changsha,Telecom,Senior,13.5,Master's,0-1年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_0061,1,点击,"Utility Data Scientist | Energy | Chongqing | Level: Senior | Salary: 22k-26k/月. Develop customer segmentation for demand response programs. Skills: Time Series Analysis, Big Data (Spark), Python","Time Series Analysis, Big Data (Spark), Python",Chongqing,Energy,Senior,24.0,Bachelor's,5-10年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_1253,1,点击,"Store Planner | Retail | Suzhou | Level: Senior | Salary: 17k-21k/月. Determine stock allocations for new store openings. Skills: Inventory Planning, ERP Systems","Inventory Planning, ERP Systems",Suzhou,Retail,Senior,19.0,Bachelor's,5-10年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_0444,1,点击,"Blockchain Developer | FinTech | Nanjing | Level: Mid-level | Salary: 36k-44k/月. Design and deploy secure smart contracts on Ethereum for decentralized finance (DeFi) lending protocols. Skills: Solidity, Ethereum, Web3.js","Solidity, Ethereum, Web3.js",Nanjing,FinTech,Mid-level,40.0,Bachelor's,5-10年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_1470,0,无行为,"Patient Privacy Officer | Healthcare | Zhengzhou | Level: Senior | Salary: 18k-22k/月. Implement data de-identification and anonymization techniques for research datasets. Skills: HIPAA/HITECH, Risk Management","HIPAA/HITECH, Risk Management",Zhengzhou,Healthcare,Senior,20.0,Bachelor's,3-5年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_1334,0,无行为,"Shopper Insights | Retail | Nanjing | Level: Senior | Salary: 13k-16k/月. Present trend reports to leadership to inform seasonal buying. Skills: Qualitative Research, Market Research, Survey Design","Qualitative Research, Market Research, Survey Design",Nanjing,Retail,Senior,14.5,Bachelor's,1-3年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_1440,0,无行为,"Shopper Insights | Retail | Chongqing | Level: VP | Salary: 37k-45k/月. Design ethnographic studies to understand shopper behavior. Skills: Qualitative Research, Market Research, Data Visualization","Qualitative Research, Market Research, Data Visualization",Chongqing,Retail,VP,41.0,Master's,10年以上,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_02654,JD_1119,0,无行为,Leasing Ops Lead | Real Estate | Wuhan | Level: Mid-level | Salary: 11k-13k/月. Monitor local market rent growth to inform pricing strategy. Skills: Property Management Software,Property Management Software,Wuhan,Real Estate,Mid-level,12.0,Bachelor's,3-5年,"Skills: Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices. Education: Master's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom","Network Slicing, Signal Processing, SIP/VoIP, Operations Management, Optical Engineering, Network Security, Infrastructure, Microservices",Master's,,Mid-level,2.0,2,18.0,Telecom
REC_01056,JD_0097,3,投递,"Content Rec Scientist | Media | Tianjin | Level: Lead | Salary: 20k-25k/月. Build deep learning models to personalize content discovery. Skills: Recommendation Systems, Deep Learning, Python, PyTorch","Recommendation Systems, Deep Learning, Python, PyTorch",Tianjin,Media,Lead,22.5,High School,10年以上,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_1237,2,收藏,"Digital Rights Manager | Media | Shanghai | Level: Mid-level | Salary: 18k-22k/月. Manage territorial licensing windows and content availability. Skills: DRM Technologies, Content Licensing, Data Analysis","DRM Technologies, Content Licensing, Data Analysis",Shanghai,Media,Mid-level,20.0,Bachelor's,1-3年,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_0644,2,收藏,Social Strategist | Media | Chongqing | Level: Mid-level | Salary: 15k-18k/月. Utilize social listening tools to monitor brand sentiment. Skills: Social Media Analytics,Social Media Analytics,Chongqing,Media,Mid-level,16.5,Bachelor's,0年,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_1008,1,点击,"Automation Architect | Manufacturing | Chongqing | Level: Junior | Salary: 7k-9k/月. Program PLCs and HMI interfaces for continuous process manufacturing. Skills: PLC Programming, SCADA, Automation, Industrial Networks, System Integration","PLC Programming, SCADA, Automation, Industrial Networks, System Integration",Chongqing,Manufacturing,Junior,8.0,Bachelor's,5-10年,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_1320,1,点击,"RE Portfolio Strategist | Real Estate | Shanghai | Level: Intern | Salary: 9k-10k/月. Develop geographic diversification strategies for office portfolios. Skills: Risk Modeling, Portfolio Management, Python/R","Risk Modeling, Portfolio Management, Python/R",Shanghai,Real Estate,Intern,9.5,Bachelor's,0-1年,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_0621,1,点击,"Warehouse Sys Analyst | Logistics | Wuhan | Level: Senior | Salary: 18k-22k/月. Analyze SKU velocity to redesign warehouse slotting and reduce travel time. Skills: WMS (Manhattan/Blue Yonder), SQL, Process Optimization, Data Analysis","WMS (Manhattan/Blue Yonder), SQL, Process Optimization, Data Analysis",Wuhan,Logistics,Senior,20.0,Bachelor's,1-3年,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_1663,0,无行为,"Streaming Video Eng | Media | Nanjing | Level: Mid-level | Salary: 17k-20k/月. Monitor CDN edge node performance to minimize buffering and latency. Skills: CDN Architecture, FFmpeg, C++","CDN Architecture, FFmpeg, C++",Nanjing,Media,Mid-level,18.5,Bachelor's,3-5年,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_1786,0,无行为,"Fraud Analyst | FinTech | Guangzhou | Level: Lead | Salary: 46k-56k/月. Analyze real-time transaction streams to detect account takeover (ATO) and card-not-present fraud. Skills: Fraud Detection, Anomaly Detection, NetworkX, SQL","Fraud Detection, Anomaly Detection, NetworkX, SQL",Guangzhou,FinTech,Lead,51.0,Ph.D.,3-5年,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
REC_01056,JD_0013,0,无行为,"Warehouse Automation Dev | E-Commerce | Chongqing | Level: Director | Salary: 42k-51k/月. Program PLCs and WMS integrations for automated conveyor sorting systems. Skills: ROS, Warehouse Management Systems, IoT","ROS, Warehouse Management Systems, IoT",Chongqing,E-Commerce,Director,46.5,Master's,10年以上,"Skills: Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking. Education: Bachelor's. Level: Lead. Expected Title: Video Streaming Eng. Industry: Media","Agile/Scrum, DRM Technologies, Recommendation Systems, Content Licensing, Communication, Networking",Bachelor's,Suzhou,Lead,1.0,4,,Media
